School,Gender,Address,Family_Size,Parental_Status,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Age,Study_Time,Failures,Absences,G1,G2,G3,Dropped_Out
MS,F,R,GT3,A,yes,no,no,yes,yes,no,no,yes,teacher,health,course,father,19,1,3,89,17,16,17,1
MS,F,R,LE3,A,no,no,no,yes,yes,no,no,yes,teacher,other,course,mother,16,1,0,85,15,12,9,1
MS,F,U,GT3,A,yes,no,yes,yes,yes,yes,yes,no,at_home,teacher,other,mother,21,4,1,33,19,20,20,0
GP,F,R,LE3,T,no,yes,yes,yes,yes,no,no,yes,at_home,at_home,home,mother,19,3,1,48,9,6,8,1
MS,M,R,LE3,T,yes,yes,yes,yes,no,no,yes,yes,health,health,home,mother,20,1,0,11,12,14,11,0
MS,M,U,GT3,T,no,no,no,yes,no,yes,yes,no,health,services,course,mother,20,1,2,21,17,16,16,0
GP,M,U,GT3,A,yes,no,yes,no,no,no,no,yes,health,health,course,father,16,3,0,84,7,7,5,1
GP,M,U,GT3,A,no,no,no,no,yes,no,yes,yes,health,other,course,father,17,3,1,23,13,11,12,0
GP,F,R,LE3,T,yes,no,yes,no,no,no,yes,no,health,health,course,father,21,2,3,55,9,6,3,1
MS,M,U,GT3,T,yes,yes,yes,yes,no,no,no,no,health,health,course,other,21,3,3,24,13,14,15,1
GP,M,U,GT3,T,no,yes,yes,yes,no,yes,no,yes,health,teacher,reputation,mother,15,1,0,65,14,12,15,0
MS,F,R,GT3,A,yes,yes,no,no,no,no,yes,no,teacher,other,other,other,16,4,1,0,13,10,7,1
MS,F,R,GT3,A,no,yes,yes,yes,no,yes,yes,no,teacher,at_home,other,mother,16,2,0,73,16,19,16,0
GP,F,U,GT3,A,yes,no,no,no,yes,yes,yes,no,teacher,other,course,mother,19,3,0,33,16,15,13,0
GP,F,U,GT3,A,yes,no,yes,no,no,no,no,no,other,services,other,father,15,3,1,4,15,18,19,0
MS,F,R,LE3,A,no,no,no,no,no,no,no,yes,services,other,other,other,21,3,3,16,8,5,4,1
GP,M,R,LE3,T,yes,no,yes,no,yes,no,yes,no,other,teacher,reputation,mother,20,2,1,0,6,7,7,1
MS,F,R,LE3,T,yes,no,yes,yes,yes,no,yes,yes,health,at_home,reputation,father,15,2,0,77,19,17,18,0
GP,M,R,LE3,A,no,no,yes,no,yes,yes,no,yes,services,other,home,other,15,3,0,20,11,8,8,0
GP,M,R,GT3,A,yes,no,no,yes,yes,yes,no,yes,teacher,at_home,home,other,15,2,3,5,5,6,5,1
GP,F,U,GT3,T,yes,yes,no,yes,yes,no,no,yes,teacher,teacher,course,mother,18,4,0,74,11,14,16,0
MS,M,R,LE3,A,no,yes,yes,no,yes,yes,yes,yes,at_home,health,home,mother,21,1,0,38,5,2,4,1
GP,M,R,LE3,A,yes,no,yes,yes,no,no,no,no,health,services,course,father,17,4,3,58,18,15,14,1
MS,F,R,LE3,T,no,no,no,no,yes,yes,no,yes,health,other,home,other,16,1,1,19,17,20,20,0
MS,M,R,GT3,A,yes,yes,yes,yes,no,no,yes,no,at_home,at_home,other,other,17,2,2,83,9,11,11,1
MS,M,R,GT3,A,yes,yes,yes,no,yes,yes,yes,no,other,other,other,mother,20,3,1,84,17,17,17,1
MS,M,U,GT3,T,yes,no,yes,yes,yes,no,yes,yes,at_home,teacher,home,father,17,2,2,63,5,8,7,1
GP,F,R,LE3,A,yes,yes,yes,yes,no,yes,no,yes,health,health,other,other,17,4,1,23,12,13,12,0
MS,F,U,LE3,A,no,yes,no,yes,no,yes,no,yes,teacher,teacher,other,mother,17,4,3,40,5,2,1,1
MS,F,R,LE3,T,yes,yes,no,no,no,yes,no,yes,at_home,at_home,course,other,18,2,3,89,18,20,23,1
GP,M,U,LE3,T,yes,yes,yes,yes,yes,yes,no,no,services,other,other,other,19,3,3,66,17,15,18,1
MS,F,U,LE3,A,yes,yes,no,yes,no,yes,yes,no,teacher,at_home,home,other,21,3,2,37,10,9,10,1
GP,M,R,GT3,T,no,yes,yes,no,no,no,yes,no,other,teacher,other,father,18,1,1,37,19,22,22,0
MS,F,R,GT3,T,yes,no,no,no,no,yes,yes,no,teacher,other,course,father,16,4,3,27,5,5,8,1
GP,M,R,GT3,A,yes,yes,yes,no,no,yes,no,no,other,at_home,home,father,21,1,2,9,19,21,22,0
MS,F,R,GT3,T,no,no,yes,yes,no,yes,yes,yes,teacher,other,course,father,15,2,3,23,6,6,4,1
GP,F,R,GT3,A,yes,yes,no,yes,yes,no,no,no,health,services,other,other,19,1,0,61,17,17,16,0
MS,M,U,LE3,T,yes,yes,no,yes,no,no,yes,no,other,teacher,other,father,16,3,0,51,8,7,9,1
MS,F,R,GT3,T,yes,no,no,no,yes,no,no,no,other,teacher,other,mother,20,4,3,70,17,20,21,1
GP,M,R,LE3,A,yes,yes,yes,yes,yes,no,no,no,at_home,services,reputation,mother,15,3,2,86,16,17,16,1
GP,F,U,GT3,A,no,yes,no,yes,yes,yes,no,yes,teacher,health,course,mother,18,1,0,86,12,10,7,1
GP,F,R,LE3,A,no,yes,no,no,yes,yes,no,no,other,at_home,home,mother,17,2,3,23,7,6,6,1
GP,M,U,LE3,T,yes,yes,yes,no,yes,no,yes,yes,other,health,other,mother,16,1,3,94,19,17,20,1
MS,M,R,LE3,A,yes,no,no,no,no,yes,yes,yes,teacher,other,reputation,mother,20,3,2,49,12,10,13,1
MS,M,U,LE3,A,no,no,yes,yes,no,no,no,no,teacher,at_home,reputation,other,17,4,2,85,11,11,10,1
GP,F,R,LE3,T,yes,no,yes,yes,yes,no,yes,yes,services,at_home,course,father,17,1,0,90,16,13,16,0
MS,M,U,LE3,T,yes,no,yes,yes,yes,no,no,yes,at_home,at_home,other,mother,17,4,3,37,10,8,8,1
GP,F,U,GT3,T,yes,no,no,no,yes,no,no,no,other,services,course,mother,19,4,0,68,14,12,13,1
GP,M,R,LE3,A,no,yes,no,yes,no,yes,yes,yes,teacher,teacher,other,father,15,1,1,17,5,3,0,1
MS,M,R,LE3,T,yes,no,yes,yes,yes,yes,yes,no,other,services,other,father,17,3,3,71,19,17,17,1
MS,M,R,GT3,T,yes,yes,yes,yes,yes,no,no,no,services,services,other,other,20,2,2,98,10,10,8,1
MS,M,U,LE3,A,yes,yes,no,yes,no,yes,yes,yes,services,services,reputation,mother,16,3,1,48,10,8,7,1
MS,M,U,GT3,T,no,no,no,no,no,no,yes,no,other,health,course,mother,19,1,2,16,14,11,11,1
MS,M,U,GT3,T,no,no,no,yes,no,no,no,no,at_home,services,course,mother,15,4,2,75,12,14,16,1
MS,F,R,LE3,A,yes,yes,yes,no,no,no,yes,yes,health,teacher,course,other,16,3,1,85,15,16,18,0
MS,M,R,LE3,T,no,no,no,yes,no,yes,yes,yes,other,at_home,home,father,19,2,0,52,10,11,9,1
GP,F,U,GT3,A,yes,no,yes,no,yes,no,yes,yes,services,health,home,other,19,4,1,5,6,4,4,1
GP,M,R,LE3,A,yes,no,yes,yes,yes,yes,no,no,at_home,services,reputation,other,20,2,3,93,19,19,20,1
GP,M,U,GT3,A,no,no,yes,yes,yes,no,yes,no,teacher,services,reputation,mother,21,4,0,65,14,11,13,0
GP,M,R,LE3,A,no,no,yes,yes,yes,no,yes,yes,at_home,at_home,reputation,father,20,2,0,4,19,22,25,0
GP,F,R,GT3,A,no,yes,yes,no,no,yes,no,yes,at_home,at_home,course,mother,15,2,3,1,7,4,3,1
MS,F,U,LE3,T,yes,no,no,no,no,yes,no,no,other,health,course,other,21,1,3,61,6,4,3,1
GP,M,R,LE3,A,no,no,yes,no,no,yes,no,yes,at_home,teacher,other,other,21,1,2,98,7,7,5,1
GP,F,R,GT3,A,yes,yes,yes,no,yes,no,yes,yes,teacher,health,course,father,20,4,1,4,5,8,10,1
GP,M,R,GT3,A,no,no,yes,no,yes,no,yes,no,other,at_home,reputation,father,21,1,3,30,11,12,14,1
GP,M,R,GT3,A,no,yes,yes,yes,no,no,yes,no,services,teacher,reputation,father,17,1,1,80,9,11,14,1
GP,F,R,GT3,T,yes,no,no,no,yes,no,no,no,teacher,services,other,mother,16,2,0,62,13,12,9,1
GP,F,U,LE3,T,no,yes,no,no,no,no,yes,no,other,services,home,other,18,4,3,90,11,9,11,1
GP,F,R,GT3,T,no,no,no,yes,no,no,yes,no,other,other,course,father,17,2,0,94,5,3,0,1
MS,F,U,GT3,A,yes,no,no,no,no,no,no,no,health,at_home,course,father,21,1,2,73,5,3,1,1
MS,M,R,LE3,T,no,no,no,no,no,yes,no,yes,teacher,other,home,father,18,1,2,75,6,6,6,1
GP,F,R,LE3,T,yes,no,yes,no,no,yes,yes,yes,at_home,health,reputation,mother,16,3,3,17,11,14,11,1
MS,F,U,GT3,A,no,yes,yes,yes,no,no,yes,yes,teacher,health,reputation,mother,20,2,3,76,11,14,17,1
MS,M,U,LE3,A,yes,yes,yes,yes,yes,no,yes,yes,teacher,teacher,reputation,mother,18,1,3,56,13,12,11,1
MS,F,R,GT3,T,no,yes,no,yes,no,yes,yes,no,health,at_home,course,mother,18,4,0,71,7,7,5,1
MS,F,R,LE3,T,no,no,yes,yes,yes,yes,yes,no,at_home,teacher,home,father,15,4,3,98,7,5,3,1
GP,F,U,GT3,T,yes,no,no,yes,yes,no,yes,no,health,teacher,home,other,15,1,2,61,18,17,16,1
MS,F,U,LE3,T,yes,no,yes,yes,yes,no,yes,no,health,health,reputation,other,20,1,3,3,12,9,6,1
MS,M,U,GT3,A,yes,yes,no,no,no,yes,yes,yes,health,health,course,father,15,1,3,61,10,7,8,1
MS,M,U,GT3,A,yes,yes,yes,yes,no,yes,no,yes,teacher,at_home,home,other,18,4,0,45,7,9,12,0
GP,F,R,LE3,A,no,no,no,yes,no,no,no,no,health,health,course,mother,20,1,1,70,12,11,9,1
GP,F,R,LE3,A,yes,yes,yes,yes,no,yes,no,yes,services,at_home,other,mother,18,2,2,20,18,16,18,0
GP,M,R,GT3,A,no,no,no,no,yes,yes,no,no,at_home,other,reputation,mother,19,3,1,59,7,7,7,1
GP,F,R,GT3,T,yes,yes,yes,no,no,no,no,yes,at_home,services,reputation,father,19,3,0,44,10,8,6,1
GP,F,R,LE3,A,no,yes,no,yes,no,yes,yes,no,health,other,other,mother,21,3,3,78,5,4,7,1
GP,F,U,LE3,A,yes,yes,yes,no,no,no,no,yes,teacher,health,home,mother,15,2,3,97,8,10,12,1
GP,F,U,LE3,T,yes,no,yes,no,no,yes,no,yes,other,services,reputation,mother,21,1,2,21,10,13,15,0
MS,F,U,LE3,A,no,no,no,yes,no,yes,no,no,other,services,home,other,19,3,3,64,9,7,8,1
MS,F,R,LE3,T,yes,yes,yes,yes,yes,yes,no,yes,teacher,teacher,reputation,father,17,4,0,5,8,11,10,0
MS,F,U,LE3,A,no,no,no,yes,no,no,no,yes,health,services,other,father,19,1,1,64,14,12,14,1
GP,F,R,LE3,A,no,yes,no,yes,yes,no,no,yes,health,at_home,other,father,19,4,2,82,19,16,19,1
GP,F,R,LE3,A,yes,yes,no,no,no,no,no,yes,services,health,home,other,17,3,3,26,19,20,17,0
GP,M,R,LE3,T,yes,yes,yes,yes,yes,no,yes,no,other,health,reputation,mother,17,2,3,9,5,5,4,1
GP,M,U,GT3,A,no,no,no,yes,yes,no,no,yes,other,teacher,reputation,father,16,3,1,54,8,10,9,1
GP,M,R,LE3,T,yes,yes,no,yes,yes,no,no,yes,at_home,teacher,course,father,18,3,1,77,5,3,0,1
MS,F,R,LE3,A,no,no,no,no,no,yes,yes,yes,health,health,course,mother,18,1,3,33,15,12,11,1
MS,F,U,GT3,A,yes,yes,no,yes,yes,no,yes,yes,teacher,teacher,reputation,mother,20,1,3,40,14,15,17,1
GP,M,R,GT3,T,yes,yes,no,no,no,no,yes,yes,health,services,home,other,21,3,0,31,8,5,4,1
GP,F,U,GT3,T,yes,yes,yes,yes,yes,no,no,no,health,services,other,father,15,2,1,66,17,15,13,1
GP,M,R,GT3,A,no,no,no,no,yes,yes,yes,yes,services,at_home,reputation,father,20,4,1,50,7,7,7,1
GP,F,U,GT3,T,no,no,no,no,yes,yes,yes,yes,teacher,teacher,course,father,16,4,1,79,18,19,16,1
MS,M,R,GT3,A,no,no,yes,yes,yes,yes,yes,yes,services,health,other,other,20,2,0,38,11,9,7,1
GP,M,R,LE3,A,no,no,yes,no,no,no,yes,no,services,other,home,father,16,1,1,96,15,14,16,1
GP,M,U,GT3,T,no,no,no,no,no,no,yes,no,services,health,reputation,father,16,3,0,4,10,12,13,0
GP,F,R,GT3,T,no,no,yes,no,yes,no,yes,yes,services,other,reputation,father,21,3,2,57,10,12,10,1
GP,M,U,GT3,T,yes,no,yes,no,no,no,yes,no,health,other,other,other,16,3,2,98,14,12,10,1
MS,F,R,LE3,A,yes,no,no,no,no,no,no,no,at_home,at_home,other,father,21,4,0,16,18,15,14,0
GP,F,U,GT3,T,yes,no,no,yes,yes,yes,no,yes,health,other,course,father,21,2,2,22,15,13,13,1
GP,F,R,LE3,A,no,yes,no,yes,no,no,no,yes,services,services,home,other,19,2,1,89,19,18,16,1
MS,F,R,GT3,T,yes,yes,yes,yes,no,yes,no,no,services,services,other,father,16,3,1,45,7,9,10,1
MS,F,R,GT3,T,no,no,yes,yes,yes,yes,yes,yes,at_home,at_home,home,mother,20,3,0,6,10,9,8,0
MS,F,U,LE3,T,no,yes,no,no,no,no,yes,yes,other,health,home,other,15,2,3,61,16,14,17,1
GP,F,U,LE3,T,no,yes,no,no,no,no,yes,no,teacher,health,reputation,mother,18,4,1,6,7,10,8,1
GP,M,U,GT3,T,yes,no,yes,yes,yes,no,no,yes,services,health,other,mother,16,1,3,14,11,10,13,1
MS,M,U,LE3,A,yes,no,yes,yes,yes,no,no,no,services,health,other,father,20,3,3,29,6,3,4,1
MS,M,U,LE3,T,no,no,no,yes,yes,yes,yes,yes,health,services,course,father,18,2,3,19,18,17,14,1
MS,F,R,GT3,T,yes,no,yes,yes,no,no,yes,yes,services,services,reputation,father,21,4,2,66,13,15,17,1
MS,F,R,GT3,A,yes,no,no,no,no,yes,yes,yes,services,at_home,other,other,17,1,2,85,14,13,11,1
MS,F,R,GT3,A,no,no,yes,yes,yes,no,yes,no,teacher,at_home,other,other,15,2,0,53,19,22,19,0
MS,F,R,LE3,A,yes,yes,no,no,no,yes,no,yes,health,at_home,course,other,17,3,2,49,6,9,6,1
GP,M,R,GT3,A,no,yes,no,no,yes,no,yes,yes,other,health,course,mother,20,2,3,70,5,5,6,1
GP,F,U,GT3,T,yes,no,yes,no,no,yes,no,yes,services,health,home,other,16,4,3,94,8,5,4,1
GP,M,R,LE3,T,yes,yes,yes,yes,yes,no,no,no,services,services,reputation,other,19,3,2,48,17,19,19,0
MS,F,U,LE3,A,no,no,yes,no,yes,no,no,yes,other,services,home,father,20,2,2,49,12,11,11,1
MS,M,R,GT3,T,no,no,no,yes,no,yes,no,yes,at_home,teacher,course,mother,19,2,3,2,11,13,11,1
MS,F,U,LE3,A,no,yes,yes,no,no,no,yes,no,other,teacher,other,other,20,3,0,63,10,8,10,1
MS,M,U,GT3,A,yes,no,no,yes,no,no,no,yes,other,health,other,father,15,3,3,45,18,17,18,1
MS,F,U,LE3,T,yes,yes,yes,no,no,no,yes,no,health,services,course,father,16,4,0,80,17,18,15,0
MS,M,R,GT3,T,yes,no,yes,yes,no,yes,yes,no,other,health,home,other,16,3,1,21,14,15,13,0
GP,F,R,LE3,A,yes,yes,no,yes,yes,yes,no,no,health,other,home,mother,16,4,3,51,16,18,17,1
GP,M,R,LE3,T,no,no,yes,no,no,no,no,yes,other,teacher,course,mother,16,2,2,36,11,8,10,1
MS,M,R,LE3,A,yes,no,yes,no,no,yes,yes,yes,services,at_home,other,other,20,3,2,59,19,20,22,0
GP,F,U,LE3,A,yes,yes,yes,no,yes,no,no,no,services,health,reputation,other,15,4,3,66,8,11,11,1
MS,M,U,GT3,A,no,no,yes,yes,no,no,yes,no,at_home,other,home,other,15,2,0,47,12,13,15,0
GP,F,U,LE3,A,yes,yes,yes,no,no,no,no,no,other,at_home,reputation,mother,21,1,2,29,16,15,15,0
MS,F,U,GT3,T,no,no,no,yes,no,yes,yes,yes,teacher,other,other,mother,15,2,1,87,8,5,2,1
MS,F,R,LE3,A,no,no,no,yes,no,no,yes,no,other,services,course,father,20,3,2,96,14,14,16,1
GP,M,U,LE3,A,yes,yes,yes,no,yes,yes,no,yes,teacher,services,home,father,19,4,0,42,12,11,9,1
GP,M,R,GT3,A,no,no,yes,no,no,no,no,yes,other,services,home,mother,16,1,3,9,18,18,20,0
MS,F,U,LE3,T,no,no,no,no,yes,yes,no,yes,health,at_home,other,father,20,4,2,70,15,13,11,1
MS,F,U,LE3,A,no,yes,no,no,yes,yes,yes,yes,services,at_home,course,mother,17,4,3,79,18,20,20,1
GP,M,U,GT3,A,yes,no,no,no,no,yes,yes,no,teacher,services,home,father,18,1,3,95,9,12,15,1
GP,M,R,LE3,T,no,yes,yes,yes,yes,yes,no,no,teacher,at_home,other,other,15,1,1,1,17,18,17,0
MS,M,R,GT3,A,no,no,yes,no,no,no,no,no,other,services,home,mother,15,4,1,71,18,17,18,0
GP,F,U,LE3,A,yes,no,no,yes,yes,yes,yes,no,services,health,reputation,father,20,3,3,78,13,10,12,1
MS,F,U,LE3,A,yes,no,yes,no,yes,yes,no,no,at_home,services,home,other,19,1,0,66,11,12,9,1
MS,F,U,LE3,A,yes,no,no,no,no,yes,no,yes,teacher,teacher,other,father,19,3,1,83,14,12,12,1
MS,F,R,GT3,T,no,yes,yes,yes,yes,no,no,yes,services,health,reputation,father,18,1,2,97,17,19,19,1
MS,F,R,LE3,T,no,no,yes,no,no,no,no,yes,services,services,home,other,19,4,1,45,19,20,18,0
GP,M,R,LE3,T,yes,no,yes,yes,yes,yes,no,no,teacher,teacher,home,other,20,1,3,40,14,17,14,1
GP,F,U,LE3,A,no,yes,no,no,no,yes,no,yes,health,services,course,mother,15,4,1,3,10,13,13,0
GP,M,R,LE3,T,yes,yes,yes,yes,no,yes,yes,yes,health,health,course,father,16,1,0,86,6,7,7,1
GP,M,U,LE3,T,no,no,no,no,yes,yes,no,yes,other,services,home,other,16,1,1,7,10,10,12,0
GP,F,R,LE3,A,no,no,no,yes,no,no,yes,yes,other,at_home,reputation,father,19,1,0,9,16,19,22,0
GP,M,U,LE3,T,yes,yes,yes,yes,no,yes,yes,yes,services,services,course,other,18,2,2,4,5,3,6,1
GP,F,U,LE3,T,no,yes,no,no,no,no,yes,yes,teacher,health,course,mother,21,1,1,73,6,3,3,1
MS,M,R,LE3,T,yes,yes,yes,yes,no,no,yes,yes,health,other,course,other,16,2,2,89,18,21,23,0
GP,F,U,GT3,A,yes,yes,yes,yes,no,no,yes,yes,services,services,other,father,15,3,3,79,9,10,7,1
GP,F,U,LE3,A,yes,no,no,no,no,no,yes,yes,health,at_home,home,father,21,3,2,58,17,18,20,0
MS,M,U,GT3,T,no,yes,no,no,no,yes,yes,yes,teacher,health,reputation,mother,16,1,1,57,11,13,13,1
GP,F,R,GT3,T,yes,yes,no,no,no,yes,yes,yes,health,teacher,reputation,mother,18,3,1,22,5,8,8,1
GP,M,U,GT3,A,no,no,no,yes,yes,no,no,no,at_home,other,home,other,21,1,0,60,6,3,5,1
MS,F,R,LE3,A,no,yes,no,yes,yes,yes,yes,yes,other,services,course,other,19,2,1,16,8,5,3,1
GP,F,R,GT3,A,no,yes,no,no,yes,no,no,no,health,health,reputation,father,17,3,3,27,13,16,15,1
GP,F,U,GT3,A,no,yes,no,no,yes,yes,yes,yes,teacher,at_home,other,other,21,4,0,17,12,11,12,0
GP,M,R,GT3,T,yes,no,yes,no,yes,no,no,yes,teacher,at_home,other,mother,20,1,1,51,14,13,16,0
MS,M,U,LE3,A,no,yes,no,yes,no,no,yes,yes,at_home,health,reputation,other,16,1,1,57,13,16,18,0
GP,F,R,GT3,T,yes,yes,yes,yes,yes,yes,yes,yes,teacher,at_home,other,mother,15,3,1,40,8,9,6,1
GP,M,U,LE3,A,no,no,yes,yes,no,yes,no,no,at_home,other,home,father,18,3,1,74,15,14,15,1
MS,F,R,GT3,A,no,no,no,yes,no,yes,no,no,services,teacher,other,other,16,3,3,97,11,12,12,1
GP,M,U,GT3,A,no,yes,no,no,yes,yes,no,no,health,at_home,other,mother,21,1,1,78,15,12,11,1
MS,M,U,LE3,A,no,yes,no,yes,no,yes,yes,no,teacher,at_home,reputation,other,17,4,0,0,7,6,4,1
MS,F,U,LE3,T,no,yes,no,yes,yes,no,yes,no,other,teacher,other,mother,19,1,1,96,16,18,16,1
GP,F,U,GT3,T,yes,no,no,no,yes,no,yes,yes,health,other,reputation,mother,16,1,0,72,12,10,7,1
MS,F,R,GT3,T,no,yes,no,yes,yes,no,no,yes,at_home,other,course,mother,18,2,0,16,16,14,17,0
MS,F,R,GT3,A,no,no,yes,no,yes,no,no,yes,health,other,course,other,16,1,1,78,11,8,7,1
GP,F,U,LE3,T,yes,no,no,yes,no,no,no,no,health,at_home,other,mother,19,1,3,3,12,13,15,1
MS,M,R,LE3,A,yes,no,yes,yes,no,yes,no,no,teacher,at_home,course,other,18,1,1,45,13,11,14,0
MS,M,U,GT3,A,yes,yes,yes,no,no,no,yes,yes,other,other,reputation,mother,20,4,1,69,10,9,6,1
GP,F,U,GT3,T,yes,yes,yes,no,no,yes,yes,yes,services,at_home,course,mother,17,3,0,5,17,17,15,0
GP,F,R,LE3,A,yes,no,yes,yes,yes,no,no,yes,other,services,home,other,15,1,2,82,8,9,9,1
GP,F,R,LE3,A,no,yes,yes,yes,no,yes,yes,no,at_home,at_home,course,other,20,2,2,22,16,15,12,1
MS,M,U,GT3,T,no,yes,yes,no,no,no,yes,yes,other,other,course,other,21,2,3,93,7,8,7,1
GP,F,R,LE3,A,no,no,yes,no,yes,yes,yes,no,other,health,reputation,father,19,3,0,0,7,9,11,0
MS,F,U,GT3,A,yes,no,no,no,no,yes,yes,yes,at_home,other,course,father,21,2,3,72,18,20,17,1
MS,M,R,LE3,T,no,yes,yes,yes,yes,no,no,yes,other,health,other,father,21,2,1,60,15,14,16,0
MS,M,R,GT3,T,no,no,no,yes,yes,no,no,no,services,at_home,home,mother,16,4,1,21,17,20,18,0
MS,M,R,GT3,A,no,yes,no,yes,no,yes,no,yes,health,at_home,course,mother,17,1,3,64,15,12,9,1
MS,M,R,GT3,T,yes,no,no,yes,yes,no,no,no,services,health,course,mother,18,1,0,56,15,12,12,0
MS,F,R,LE3,A,no,yes,yes,yes,no,no,no,yes,health,other,other,other,20,1,1,35,10,7,9,1
MS,M,U,GT3,T,no,yes,no,yes,yes,yes,no,no,health,teacher,home,father,18,1,0,24,19,16,14,0
GP,M,R,GT3,A,no,no,yes,yes,no,no,no,no,other,teacher,home,mother,18,1,1,15,12,11,13,0
GP,F,R,LE3,T,yes,no,yes,yes,yes,no,no,no,health,other,course,other,21,2,1,25,17,15,12,0
MS,F,U,GT3,T,no,yes,no,yes,no,yes,yes,yes,at_home,at_home,reputation,father,16,4,3,91,12,11,12,1
MS,F,U,GT3,A,no,yes,yes,no,yes,no,no,yes,services,health,home,father,20,1,3,4,15,14,16,0
GP,M,U,GT3,T,yes,no,yes,no,no,yes,no,yes,health,health,home,other,19,2,0,21,12,12,13,0
MS,F,R,LE3,T,yes,no,yes,yes,yes,yes,yes,yes,other,other,reputation,mother,20,3,2,13,13,13,11,1
GP,M,R,LE3,A,no,yes,no,no,yes,yes,no,no,other,other,home,father,17,2,2,72,19,21,21,0
GP,M,U,LE3,T,yes,no,no,yes,no,no,yes,yes,other,services,home,mother,18,4,2,77,5,8,11,1
GP,M,U,LE3,T,yes,yes,no,no,no,no,no,yes,teacher,health,reputation,mother,15,1,1,79,11,10,13,1
MS,F,U,GT3,T,no,no,yes,no,no,yes,yes,no,services,services,course,mother,19,1,2,93,14,11,10,1
MS,M,U,LE3,A,yes,no,no,yes,no,yes,yes,no,other,at_home,reputation,mother,17,1,3,95,13,16,16,1
GP,F,R,LE3,T,no,yes,yes,yes,yes,no,yes,no,at_home,health,other,mother,17,4,2,69,19,19,16,1
GP,F,R,LE3,A,yes,yes,no,no,yes,no,no,no,other,other,other,mother,18,3,2,16,17,17,15,0
GP,F,R,GT3,A,no,yes,no,yes,yes,yes,yes,no,teacher,other,course,mother,15,3,2,0,15,18,19,0
GP,M,R,GT3,T,yes,yes,no,no,no,yes,no,yes,services,at_home,other,other,18,2,2,17,6,9,8,1
GP,M,R,GT3,A,yes,yes,no,yes,yes,no,yes,no,health,teacher,other,mother,19,2,2,74,8,11,14,1
MS,M,U,LE3,A,no,no,no,no,no,yes,no,yes,services,services,home,mother,16,1,0,10,18,17,15,0
GP,F,R,GT3,A,yes,yes,yes,no,yes,no,yes,no,health,other,home,father,19,1,3,91,10,11,9,1
MS,M,U,GT3,A,no,yes,no,no,no,no,yes,yes,health,health,course,father,21,1,2,11,8,8,6,1
GP,M,U,LE3,T,yes,yes,no,yes,yes,no,no,yes,other,health,other,mother,15,2,1,33,13,10,7,1
MS,M,U,GT3,T,yes,yes,no,yes,no,no,yes,no,at_home,health,other,father,21,1,0,79,14,16,17,0
MS,M,R,LE3,T,no,yes,no,no,no,yes,no,no,at_home,at_home,reputation,other,21,2,1,73,16,19,21,0
MS,M,U,LE3,A,no,yes,yes,yes,yes,yes,yes,yes,other,teacher,home,other,16,2,3,7,16,15,16,1
MS,F,R,GT3,A,no,no,yes,yes,yes,no,no,no,teacher,services,reputation,other,20,4,2,89,16,17,18,1
MS,F,U,LE3,T,no,yes,no,no,no,yes,yes,yes,health,health,other,father,20,1,3,41,5,3,6,1
MS,F,R,LE3,A,no,no,no,yes,yes,no,no,yes,at_home,health,course,other,21,1,2,13,13,16,15,0
GP,F,U,LE3,T,no,no,no,yes,yes,yes,yes,yes,services,other,other,other,17,2,2,50,14,11,13,1
MS,M,R,LE3,A,yes,yes,yes,yes,no,no,no,no,teacher,teacher,course,father,18,2,1,8,5,2,4,1
GP,F,U,LE3,T,yes,no,no,no,yes,no,no,no,other,other,course,mother,21,2,3,82,5,4,6,1
MS,M,U,LE3,T,yes,no,yes,yes,no,yes,yes,no,teacher,at_home,reputation,mother,20,4,2,97,9,12,15,1
MS,F,U,GT3,T,yes,no,no,no,yes,no,no,no,at_home,at_home,other,mother,19,4,3,37,5,3,0,1
GP,F,U,LE3,A,yes,no,yes,yes,no,yes,no,yes,other,services,reputation,father,18,2,2,28,14,11,11,1
MS,F,R,LE3,T,no,no,yes,no,no,yes,yes,yes,at_home,at_home,other,mother,19,4,3,28,13,10,11,1
GP,M,R,LE3,A,yes,yes,no,no,no,yes,yes,no,health,services,course,other,18,4,3,27,10,13,13,1
GP,M,R,LE3,A,yes,no,no,yes,yes,yes,yes,yes,teacher,other,home,mother,20,3,2,87,18,17,20,1
GP,F,U,GT3,T,yes,no,yes,no,no,no,yes,no,health,health,other,other,16,1,3,91,13,10,8,1
GP,M,U,GT3,T,yes,yes,yes,yes,yes,no,yes,no,services,health,course,mother,18,2,2,75,9,11,13,1
MS,F,U,LE3,A,yes,yes,yes,no,no,no,no,yes,health,teacher,home,mother,21,3,2,82,10,11,9,1
MS,F,U,GT3,A,yes,no,no,no,no,yes,yes,yes,teacher,at_home,other,mother,21,3,2,5,6,4,2,1
GP,F,U,LE3,T,no,no,yes,no,no,no,yes,no,services,teacher,home,father,21,4,0,1,18,18,19,0
MS,M,U,LE3,T,yes,no,no,yes,yes,yes,yes,no,at_home,teacher,other,mother,15,2,2,52,16,16,18,0
MS,F,R,LE3,A,no,yes,yes,no,no,no,yes,yes,services,health,other,other,15,4,3,30,17,15,18,1
